Sample Names	MutationType	SCN-A	SCN-B	SCN-C	SCN-D	SCN-E	SCN-F	SCN-G	SCN-H	SCN-I	SCN-J	SCN-K
EOC1003_p2OvaL1_TR_DNA	osc3	0.03725363120324058	0.25440505624873483	0.044434166950898364	0.267753674567888	0.03739769558936106	0.030502830673753915	0.28119623205756517	0.0	0.0	0.04705671270855825	0.0
EOC1003_p2OvaL1_TR_DNA	osc4	0.12301016181505195	0.4026376304720221	0.0	0.13154241902168998	0.005542561517742501	0.0473707517175184	0.2898964754559751	0.0	0.0	0.0	0.0
EOC1003_p2OvaL1_TR_DNA	bpArm1	0.0014692266285252513	0.005485050713107788	0.008804520694297014	0.030648852025717956	0.0027719750481313213	0.0012255749348866198	0.011814452459823287	0.0032094469441929885	0.0527969086373194	0.001261269280784869	0.8805127226332135
EOC1003_p2OvaL1_TR_DNA	bpArm2	0.0006094469779276499	0.00030245795419189385	0.0382837404079775	0.38387440680747886	0.000590403597467837	0.000483819953420605	0.05643623526521357	0.06016954255328789	0.00034762365540511286	0.0015104451222029455	0.45739187770542605
EOC1003_p2OvaL1_TR_DNA	bpArm3	0.009938476395285807	0.0031320561947983275	0.0968228065547913	0.41344192137606683	0.015851691604872355	0.005821442920291301	0.17080329750295178	0.24253334111724667	0.007493620262758979	0.03208878954559823	0.0020725565253384088
EOC1003_p2OvaL1_TR_DNA	bpArm4	0.03280043394087728	0.2535351482050115	0.11986257842396929	0.008322262834291015	0.05005179943643973	0.03185746098446036	0.2030733993077739	0.05227280417733907	0.2163316482070357	0.03189246448280204	0.0
EOC1003_p2OvaL1_TR_DNA	chg1	0.006341798858820737	0.0027358105206629446	0.0	0.0	0.016097271909315564	0.004012943586029801	0.07445798385650393	0.789993246371001	8.754871799232736e-05	0.04711323536042452	0.05916016081924923
EOC1003_p2OvaL1_TR_DNA	chg2	0.021472874691240134	0.2059704776433386	0.0	0.38536183137544294	0.0273354016932856	0.020768374337898125	0.26931353404264236	0.0	0.0	0.06483694587681736	0.004940560339334748
EOC1003_p2OvaL1_TR_DNA	chg3	0.00609287907010637	0.051681136963535226	0.5152033147841669	0.0015027435846842556	0.014074372964755754	0.0029119945172065517	0.08499532386881202	0.0	0.16565164858844983	0.1559806954816668	0.0019058901766161405
EOC1003_p2OvaL1_TR_DNA	chg4	0.0	0.00038530230868614497	0.14741242047594144	0.0	0.0003050661448738668	0.00010303543333205547	0.017156837384415084	0.0	0.8339886813199691	0.0006486569327821851	0.0
EOC1003_p2OvaL1_TR_DNA	chg5	0.0	0.0	0.0	5.090267203951119e-07	0.0	0.0	0.0	5.993932617686262e-07	0.9999938304817609	2.702989079311572e-06	2.3581091777405017e-06
EOC1003_p2OvaR1_DNA1	simple	0.20717098111903554	0.004955462006022605	0.20234357450083013	0.20994976973023655	0.055882090883919586	0.13694011564550448	0.0	0.10162976950866277	0.052609639877285834	0.0122770751251411	0.01624152160336132
EOC1003_p2OvaR1_DNA1	complex	0.0	0.0	0.15057517729112121	0.04790232221016392	0.0	0.0	0.6051019917579723	0.10587612489570211	0.0717493803374571	0.00019079448784529163	0.018604209019738176
EOC1003_p2OvaR1_DNA1	interchr	0.0	0.17535301114593244	0.14288362518661754	0.12226332967735362	0.001290438950102471	0.00012371262725957186	0.006534552597105886	0.15473150585924889	0.3884859602058896	0.0	0.008333863750489971
EOC1003_p2OvaR1_DNA1	intrachr	0.07651621284176374	0.09506195072468321	0.14283204272959696	0.1369162869280616	0.01584796510873576	0.058839386761109815	0.00028369937728299607	0.12126453655453671	0.2245610882775444	0.08148486511433585	0.046391965582349134
EOC1003_p2OvaR1_DNA1	compact	0.042387590986864794	0.03535881472820588	0.00021528674491452486	0.0161418316727364	0.0	0.0071393543322237196	0.003104366300428992	0.0	0.0009233550040029029	0.8947294002306229	0.0
EOC1003_p2OvaR1_DNA1	sparse	0.0	0.0006292663281434093	0.004281160981138116	0.0688845555111679	0.0015376473510029282	0.004427015588869404	0.022748767037722606	0.0020489982745155863	0.10806002650025942	0.7790551621075368	0.008327400319643886
EOC1003_p2OvaR1_DNA1	del1	0.7460107102627601	0.0	0.09897965735162959	0.0	0.1320541317409066	0.0	1.0009815367391516e-05	0.0	0.02294549082933642	0.0	0.0
EOC1003_p2OvaR1_DNA1	del2	0.5069097857533535	0.0010924493508875728	0.18040584559902983	0.15174225979799708	0.03521645612492586	0.00036574831990467875	0.0018539451114651779	0.05176101124952263	0.04956898606602666	0.017297624413952967	0.0037858882129340635
EOC1003_p2OvaR1_DNA1	del3	0.24747125593062108	0.0032998487723274734	0.1920904641230746	0.37815224486760646	0.0	0.00011738387169350694	0.0	0.11513339476728307	0.021722647987929274	0.04172543074313704	0.00028732893632751053
EOC1003_p2OvaR1_DNA1	del4	0.000532770957242383	0.0042681880366670895	0.1346399940749575	0.45398464097845087	2.6145830819924252e-05	0.0	0.0	0.14799919168031328	0.14677467139277578	0.09781802280665658	0.013956374242116654
EOC1003_p2OvaR1_DNA1	del5	0.032148712654924055	0.009066954941052719	0.14169460055438837	0.25548555400283723	0.020358890263957253	0.061314440426975494	0.008424681396889516	0.1133184674661089	0.28025647618087324	0.020004755289550463	0.057926466822442804
EOC1003_p2OvaR1_DNA1	dup1	0.013205778472734608	0.11456913276071003	0.054483170843960566	0.07717823827986219	0.0521551454390401	0.08035219806962782	0.0023651463434299995	0.16043679432820018	0.15047596216001266	0.08656678880180893	0.20821164450061297
EOC1003_p2OvaR1_DNA1	dup2	0.0	0.0	0.050714395784605924	0.005565837052741415	0.8089622812238894	0.10046126334377085	2.1293339795378026e-06	0.00420541041261012	0.0	0.029948437169478124	0.00014024567892501256
EOC1003_p2OvaR1_DNA1	dup3	0.0	0.00020965016060976274	0.09273499141251598	0.002960293596264268	0.0	0.7536794628450637	0.0	0.0589911397663069	0.062453282671246155	0.010152684366593324	0.018818495181399834
EOC1003_p2OvaR1_DNA1	dup4	0.02805643611537761	0.0	0.0226015171135539	0.0	0.08244335131188876	0.7565839317841759	0.019751827352866517	0.0	0.09056293632213731	0.0	0.0
EOC1003_p2OvaR1_DNA1	ins	0.05516638543288314	0.025098245753832717	0.023439358341800116	0.24267827504084882	0.006975918931358603	0.029229264529522497	0.0	0.275149141823535	0.11513976015385602	0.0	0.22712364999236292
EOC1003_p2OvaR1_DNA1	recip_inv	0.07598247947953361	0.04751568283796168	0.16749372890953268	0.4465267308201051	0.0010524937689399142	0.038216285361442386	0.0	0.1496957719795738	0.02121080327267665	0.03043830733576039	0.0218677162344739
EOC1003_p2OvaR1_DNA1	recip_trans	0.3317135960529516	0.26173227194590926	0.14180631476381877	0.006930048531352077	0.05360594858909129	0.11911522235512814	0.0	0.030085859471105505	0.0	0.004525812555018519	0.05048492573562484
EOC1003_p2OvaR1_DNA1	unbal_trans	0.07145290086912696	0.004201807216450899	0.22347159306880165	0.18859963976096664	0.020061207498193123	0.0038273452957731393	0.012529418913440593	0.06251693222665047	0.39841002951026117	0.00019136260503899516	0.014737763035296314
EOC1003_p2OvaR1_DNA1	LINE	0.0	0.01752684181057643	0.05298059607340501	0.10199022252668577	0.0	0.0	0.003243713714402216	0.6718119962253557	0.10000553968968635	0.049495465683794405	0.0029456242760940027
EOC1003_p2OvaR1_DNA1	del_magnitude	0.026725967305834947	0.0023648259861149285	0.07032882385433141	0.13895003965702465	0.0055131807988803095	0.008755645802381286	0.037116696765962194	0.03438432970825711	0.013054067275453022	0.007308669257307488	0.6554977535884526
EOC1003_p2OvaR1_DNA1	dup_magnitude	0.007616766678584029	0.011937648972808202	0.041668844508907385	0.09476098985777011	0.0032630000722675668	0.008396221992301807	0.022875285111474682	0.03657378058700496	0.21520993502372737	0.01988238923521654	0.5378151379599374
EOC1003_p2OvaR1_DNA1	chrtps	0.5180594713706663	0.0	0.0	0.28563977338855323	0.08255598229673425	0.09421184374253608	0.0	0.019530163834394248	0.0	0.0	2.765367115799353e-06
EOC1003_p2OvaR1_DNA1	segsize1	0.13122209949894978	0.30209299301931897	0.17475812665314608	0.0020934089136197677	0.0030470728284901372	0.0	0.0	0.16719246751047784	0.13074431220551877	0.08870131169776388	0.00014820767271484268
EOC1003_p2OvaR1_DNA1	segsize2	0.0	0.0869601520888891	0.1224183479548768	0.15131653508597873	0.007798980825048003	0.0356274658038016	0.028265757709780282	0.0940961581299219	0.42840198627459664	0.04511461612710697	0.0
EOC1003_p2OvaR1_DNA1	segsize3	0.050327527172848475	0.028402853230430167	0.13919252489198944	0.1557933673240032	0.013462346637752679	0.04806121583656242	0.18552897499842022	0.08738389790066502	0.11811149236190167	0.012426246772783756	0.16130955287264298
EOC1003_p2OvaR1_DNA1	fiveMB1	0.00816482631203176	0.27318603152602533	0.07352630589936608	0.010879103880673292	0.0015582920443372708	0.032264795230365094	0.05076219528243312	0.0024755201908598697	0.481672980366799	0.06550994926710932	0.0
EOC1003_p2OvaR1_DNA1	fiveMB2	0.0	0.00024271636391271179	0.0	0.0004714509425337686	0.0	0.0	2.1791001225698896e-05	0.00017550293890813685	0.08047707110175616	0.0004813679804179704	0.9181300996712456
EOC1003_p2OvaR1_DNA1	fiveMB3	0.1201829379156411	0.012915251815463774	0.23616083589900053	0.18988965106392336	0.030520413205976052	0.07024906958948465	0.19006118284934084	0.14257142050994492	0.007334101081613324	0.00011513606961153404	0.0
EOC1003_p2OvaR1_DNA1	fiveMB4	0.0	0.05360851997295861	0.0026939470632402623	0.00044986844119875843	0.0	5.6667520848038776e-05	0.0	0.00805373141159261	0.9023929017919945	0.03273730835584806	7.055442319024591e-06
